LICENCE_NO,AREA_CODE,AREA_NAME,LW_FREQUENCY_START,LW_FREQUENCY_END,UP_FREQUENCY_START,UP_FREQUENCY_END
10006309,AP_10006309_3714,Regional South Australia,1710000000,1712500000,1805000000,1807500000
10143110,AP_10143110_3918,Brisbane,1960000000,1970000000,2150000000,2160000000
10143110,AP_10143110_3919,Adelaide,1960000000,1970000000,2150000000,2160000000
10143110,AP_10143110_3920,Perth,1960000000,1970000000,2150000000,2160000000
10143110,AP_10143110_3916,Sydney,1920000000,1935000000,2110000000,2125000000
10143110,AP_10143110_3917,Melbourne,1920000000,1935000000,2110000000,2125000000
10143136,AP_10143136_3981,Hobart,1970000000,1980000000,2160000000,2170000000
10143136,AP_10143136_3982,Darwin,1970000000,1980000000,2160000000,2170000000
10143136,AP_10143136_3983,Canberra,1970000000,1980000000,2160000000,2170000000
10143136,AP_10143136_3984,Regional South East Australia,1975000000,1980000000,2165000000,2170000000
10143136,AP_10143136_3980,Perth,1970000000,1980000000,2160000000,2170000000
10143136,AP_10143136_3979,Adelaide,1970000000,1980000000,2160000000,2170000000
10143136,AP_10143136_3989,Regional Western Australia,1975000000,1980000000,2165000000,2170000000
10143136,AP_10143136_3977,Melbourne,1970000000,1980000000,2160000000,2170000000
10143136,AP_10143136_3976,Sydney,1970000000,1980000000,2160000000,2170000000
10143136,AP_10143136_3978,Brisbane,1970000000,1980000000,2160000000,2170000000
10143466,AP_10143466_4113,Adelaide,1920000000,1930000000,2110000000,2120000000
10143466,AP_10143466_4113,Adelaide,1935000000,1940000000,2125000000,2130000000
10143466,AP_10143466_4112,Brisbane,1920000000,1930000000,2110000000,2120000000
10143466,AP_10143466_4112,Brisbane,1935000000,1940000000,2125000000,2130000000
10143466,AP_10143466_4111,Melbourne,1960000000,1970000000,2150000000,2160000000
10143466,AP_10143466_4111,Melbourne,1935000000,1940000000,2125000000,2130000000
10143466,AP_10143466_4114,Perth,1935000000,1940000000,2125000000,2130000000
10143466,AP_10143466_4124,Regional Western Australia,1965000000,1975000000,2155000000,2165000000
10143466,AP_10143466_4119,Regional South East Australia,1965000000,1975000000,2155000000,2165000000
10143466,AP_10143466_4118,Sydney,1960000000,1970000000,2150000000,2160000000
10143466,AP_10143466_4118,Sydney,1935000000,1940000000,2125000000,2130000000
10143466,AP_10143466_4117,Canberra,1960000000,1970000000,2150000000,2160000000
10143466,AP_10143466_4117,Canberra,1935000000,1940000000,2125000000,2130000000
10143466,AP_10143466_4116,Darwin,1920000000,1930000000,2110000000,2120000000
10143466,AP_10143466_4116,Darwin,1935000000,1940000000,2125000000,2130000000
10143466,AP_10143466_4115,Hobart,1920000000,1930000000,2110000000,2120000000
10143466,AP_10143466_4114,Perth,1920000000,1930000000,2110000000,2120000000
10143466,AP_10143466_4115,Hobart,1935000000,1940000000,2125000000,2130000000
10143562,AP_10143562_4167,Sydney,1940000000,1960000000,2130000000,2150000000
10143562,AP_10143562_4166,Brisbane,1940000000,1960000000,2130000000,2150000000
10143562,AP_10143562_4165,Melbourne,1940000000,1960000000,2130000000,2150000000
10143562,AP_10143562_4164,Canberra,1940000000,1960000000,2130000000,2150000000
10143562,AP_10143562_4174,Regional Western Australia,1960000000,1965000000,2150000000,2155000000
10143562,AP_10143562_4162,Hobart,1940000000,1960000000,2130000000,2150000000
10143562,AP_10143562_4161,Darwin,1940000000,1960000000,2130000000,2150000000
10143562,AP_10143562_4169,Regional South East Australia,1960000000,1965000000,2150000000,2155000000
10143562,AP_10143562_4168,Adelaide,1940000000,1960000000,2130000000,2150000000
10143562,AP_10143562_4163,Perth,1940000000,1960000000,2130000000,2150000000
10231258,AP_10231258_4252,Southern New South Wales/Riverina (Albury),1780000000,1785000000,1875000000,1880000000
10231258,AP_10231258_4260,Northern New South Wales (Grafton) + Western New South Wales (Dubbo),1750000000,1775000000,1845000000,1870000000
10231258,AP_10231258_4259,North Queensland (Cairns/Townsville) + Central Queensland (Mackay),1750000000,1775000000,1845000000,1870000000
10231258,AP_10231258_4258,Regional Western Australia,1750000000,1770000000,1845000000,1865000000
10231258,AP_10231258_4256,Regional South Australia,1750000000,1775000000,1845000000,1870000000
10231258,AP_10231258_4252,Southern New South Wales/Riverina (Albury),1750000000,1770000000,1845000000,1865000000
10231258,AP_10231258_4253,Regional Victoria,1755000000,1775000000,1850000000,1870000000
10231258,AP_10231258_4249,Darwin,1750000000,1775000000,1845000000,1870000000
10231258,AP_10231258_4250,South Queensland (Maryborough),1750000000,1770000000,1845000000,1865000000
10231258,AP_10231258_4251,Canberra (including south coast of NSW),1760000000,1780000000,1855000000,1875000000
10231258,AP_10231258_4255,Tasmania,1765000000,1785000000,1860000000,1880000000
10232073,AP_10232073_4368,South Queensland (Maryborough) + Northern New South Wales (Grafton),1775000000,1785000000,1870000000,1880000000
10232073,AP_10232073_4365,Regional South Australia,1775000000,1785000000,1870000000,1880000000
10232073,AP_10232073_4367,Adelaide,1770000000,1775000000,1865000000,1870000000
10232073,AP_10232073_4364,Tasmania,1755000000,1765000000,1850000000,1860000000
10232073,AP_10232073_4362,Regional Victoria,1745000000,1755000000,1840000000,1850000000
10232073,AP_10232073_4361,Southern New South Wales/Riverina (Albury),1770000000,1780000000,1865000000,1875000000
10232073,AP_10232073_4360,Canberra (including south coast of NSW),1750000000,1760000000,1845000000,1855000000
10232073,AP_10232073_4358,Darwin,1775000000,1785000000,1870000000,1880000000
10232073,AP_10232073_4359,Western New South Wales (Dubbo),1780000000,1785000000,1875000000,1880000000
10235466,AP_10235466_4386,North Queensland (Cairns/Townsville),1775000000,1785000000,1870000000,1880000000
10235466,AP_10235466_4387,South Queensland (Maryborough),1770000000,1775000000,1865000000,1870000000
10235466,AP_10235466_4388,Canberra (including south coast of NSW),1735000000,1750000000,1830000000,1845000000
10235466,AP_10235466_4388,Canberra (including south coast of NSW),1780000000,1785000000,1875000000,1880000000
10235466,AP_10235466_4389,Regional Victoria,1775000000,1785000000,1870000000,1880000000
10235466,AP_10235466_4391,Regional Western Australia,1770000000,1780000000,1865000000,1875000000
10388332,AP_10388332_4436,Central Australia,2337000000,2365000000,,
10388332,AP_10388332_4437,Gold Fields,2337000000,2365000000,,
10388332,AP_10388332_4438,Kimberley,2365000000,2400000000,,
10388332,AP_10388332_4439,Midwest RQZ,2337000000,2365000000,,
10388332,AP_10388332_4440,Telfer Mine,2302000000,2400000000,,
10388334,AP_10388334_4442,Canberra A,3542500000,3547000000,,
10388334,AP_10388334_4441,Brisbane B,3542500000,3575000000,,
10388334,AP_10388334_4443,Rockhampton,3542500000,3547000000,,
10388334,AP_10388334_4444,Toowoomba,3542500000,3547000000,,
10388433,AP_10388433_4447,Adelaide,1930000000,1935000000,2120000000,2125000000
10388433,AP_10388433_4445,Canberra B,1920000000,1930000000,2110000000,2120000000
10388433,AP_10388433_4448,Brisbane A,1930000000,1935000000,2120000000,2125000000
10388433,AP_10388433_4452,Perth,1930000000,1935000000,2120000000,2125000000
10388433,AP_10388433_4449,Canberra A,1930000000,1935000000,2120000000,2125000000
10388433,AP_10388433_4450,Darwin,1930000000,1935000000,2120000000,2125000000
10388433,AP_10388433_4451,Hobart,1930000000,1935000000,2120000000,2125000000
10391280,AP_10391280_4453,National,733000000,738000000,788000000,793000000
10391286,AP_10391286_4455,National,738000000,748000000,793000000,803000000
10424434,AP_10424434_4458,Regional WA,1780000000,1785000000,1875000000,1880000000
10424436,AP_10424436_4460,Hobart,1960000000,1970000000,2150000000,2160000000
10424436,AP_10424436_4459,Darwin,1960000000,1970000000,2150000000,2160000000
10424514,AP_10424514_4462,Delamere,2302000000,2400000000,,
10424514,AP_10424514_4461,Cameron Corner,2365000000,2400000000,,
10424514,AP_10424514_4463,Geraldton/Kalgoorlie,2365000000,2400000000,,
10424532,AP_10424532_4466,Outer ACT 1,2302000000,2330000000,,
10424532,AP_10424532_4470,NSW EAST,2393000000,2400000000,,
10424532,AP_10424532_4469,Melbourne,2393000000,2400000000,,
10424532,AP_10424532_4467,Outer ACT 2,2302000000,2330000000,,
10424532,AP_10424532_4468,Outer ACT 3,2302000000,2330000000,,
10427561,AP_10427561_4475,Tasmania,1750000000,1755000000,1845000000,1850000000
10427561,AP_10427561_4474,Mackay,1775000000,1785000000,1870000000,1880000000
10427561,AP_10427561_4476,Dubbo,1775000000,1780000000,1870000000,1875000000
10435053,AP_10435053_4496,Perth,1710000000,1730000000,1805000000,1825000000
10435053,AP_10435053_4495,Regional Western Australia,1710000000,1750000000,1805000000,1845000000
10435053,AP_10435053_4494,Tasmania,1710000000,1745000000,1805000000,1840000000
10435053,AP_10435053_4493,ACT and South Coast NSW,1710000000,1730000000,1805000000,1825000000
10435053,AP_10435053_4492,Darwin,1710000000,1745000000,1805000000,1840000000
10435053,AP_10435053_4497,Adelaide,1710000000,1730000000,1805000000,1825000000
10435053,AP_10435053_4505,Merge: North East and South Central NSW + Merge: South Queensland + North and Central Queensland,1710000000,1750000000,1805000000,1845000000
10435053,AP_10435053_4503,Regional South Australia,1710000000,1750000000,1805000000,1845000000
10435053,AP_10435053_4501,Regional Victoria,1710000000,1745000000,1805000000,1840000000
10435053,AP_10435053_4500,Sydney,1710000000,1725000000,1805000000,1820000000
10435053,AP_10435053_4499,Melbourne,1710000000,1725000000,1805000000,1820000000
10435053,AP_10435053_4498,Brisbane,1710000000,1730000000,1805000000,1825000000
10498938,AP_10498938_4773,Adelaide Rim NE,3542500000,3575000000,,
10498938,AP_10498938_4774,Adelaide Rim S,3542500000,3575000000,,
10498938,AP_10498938_4775,Launceston,3542500000,3575000000,,
10498938,AP_10498938_4776,Hobart,3542500000,3575000000,,
10498938,AP_10498938_4777,Perth,3542500000,3575000000,,
10498938,AP_10498938_4778,Cairns,3542500000,3575000000,,
10498938,AP_10498938_4785,Canberra,3547000000,3575000000,,
10498938,AP_10498938_4783,Toowoomba,3547000000,3575000000,,
10498938,AP_10498938_4782,Rockhampton,3547000000,3575000000,,
10498938,AP_10498938_4781,Ballarat-Bendigo,3542500000,3575000000,,
10498938,AP_10498938_4780,Wodonga,3542500000,3575000000,,
10498938,AP_10498938_4779,Townsville,3542500000,3575000000,,
10498938,AP_10498938_4784,Adelaide,3547000000,3575000000,,
10914942,AP_10914942_4890,Adelaide,3575000000,3610000000,,
10914942,AP_10914942_4891,Brisbane,3575000000,3605000000,,
10914942,AP_10914942_4892,Canberra,3575000000,3605000000,,
10914942,AP_10914942_4893,Melbourne,3575000000,3635000000,,
10914942,AP_10914942_4894,Sydney,3575000000,3635000000,,
10914942,AP_10914942_4895,Perth - lower/upper,3575000000,3605000000,,
10914942,AP_10914942_4896,Regional Southern/Western NSW,3575000000,3640000000,,
10914942,AP_10914942_4906,Merge: Regional Victoria + Tasmania,3575000000,3625000000,,
10914942,AP_10914942_4901,Merge: Regional Northern NSW/Southern Queensland + Merge: North Queensland + Central Queensland,3575000000,3625000000,,
10914942,AP_10914942_4898,Regional South Australia,3575000000,3650000000,,
10914942,AP_10914942_4900,Regional Western Australia,3575000000,3655000000,,
10917462,AP_10917462_4913,Merge: Regional Southern/Western NSW + Regional South Australia,3670000000,3700000000,,
10917462,AP_10917462_4908,Merge: Regional Northern NSW/Southern Queensland + Merge: North Queensland + Central Queensland,3665000000,3700000000,,
10917462,AP_10917462_4916,Merge: Regional Victoria + Tasmania,3665000000,3700000000,,
10917463,AP_10917463_4918,Adelaide,3670000000,3700000000,,
10917463,AP_10917463_4919,Brisbane,3665000000,3700000000,,
10917463,AP_10917463_4923,Perth - lower/upper,3605000000,3640000000,,
10917463,AP_10917463_4922,Sydney,3635000000,3640000000,,
10917463,AP_10917463_4921,Melbourne,3695000000,3700000000,,
10917463,AP_10917463_4920,Canberra,3605000000,3640000000,,
10917464,AP_10917464_4924,Adelaide,3610000000,3670000000,,
10917464,AP_10917464_4925,Brisbane,3605000000,3665000000,,
10917464,AP_10917464_4926,Canberra,3640000000,3700000000,,
10917464,AP_10917464_4927,Melbourne,3635000000,3695000000,,
10917464,AP_10917464_4928,Sydney,3640000000,3700000000,,
10917464,AP_10917464_4940,Merge: Regional Victoria + Tasmania,3625000000,3665000000,,
10917464,AP_10917464_4935,Merge: Regional Northern NSW/Southern Queensland + Merge: North Queensland + Central Queensland,3625000000,3665000000,,
10917464,AP_10917464_4934,Regional Western Australia,3655000000,3700000000,,
10917464,AP_10917464_4932,Regional South Australia,3650000000,3670000000,,
10917464,AP_10917464_4930,Regional Southern/Western NSW,3640000000,3670000000,,
10917464,AP_10917464_4929,Perth - lower/upper,3640000000,3700000000,,
11181369,AP_11181369_0014,Area 0014,24700000000,25100000000,,
11181369,AP_11181369_0001,Area 0001,25000000000,25100000000,,
11181789,AP_11181789_4968,Market area,27500000000,28100000000,,
11181789,AP_11181789_4970,Hole area,27500000000,30000000000,,
11181790,AP_11181790_4971,Area,27500000000,28100000000,,
11181790,AP_11181790_4973,Market area,27500000000,29500000000,,
11181846,AP_11181846_4976,Hamel WA,27500000000,28500000000,,
11181847,AP_11181847_4977,Bourke NSW ,27500000000,28500000000,,
11181848,AP_11181848_4978,Gaveston TAS,27500000000,28500000000,,
11181849,AP_11181849_4979,Ceduna SA ,27500000000,28500000000,,
11181851,AP_11181851_4980,Kalgoorlie WA,27500000000,28500000000,,
11181852,AP_11181852_4981,Carnarvon WA,27500000000,28500000000,,
11181853,AP_11181853_4982,Roma Qld,27500000000,28500000000,,
11181860,AP_11181860_4983,Geraldton WA,27500000000,28500000000,,
11181862,AP_11181862_4984,Broken Hill NSW ,27500000000,28500000000,,
11186362,AP_11186362_4985,Market area,27500000000,28500000000,,
11187237,AP_11187237_5012,Market area 1,27600000000,28100000000,,
11187237,AP_11187237_5019,Market area ,27600000000,28400000000,,
11187237,AP_11187237_5019,Market area ,28600000000,29100000000,,
11189712,AP_11189712_5020,Market area,27500000000,27515000000,,
11190450,AP_11190450_5021,Market area 1,27500000000,30000000000,,
11190520,AP_11190520_5022,Market area 2,27500000000,30000000000,,
11190524,AP_11190524_5023,Market area 3,27500000000,30000000000,,
11190528,AP_11190528_5024,Market area 4,27500000000,30000000000,,
11190536,AP_11190536_5026,Market area 6,27500000000,30000000000,,
11190543,AP_11190543_5028,Market area 8,27500000000,30000000000,,
11192681,AP_11192681_5034,Market area,27500000000,28100000000,,
11192681,AP_11192681_5036,Hole area,27500000000,29500000000,,
11193287,AP_11193287_5037,Market area 1,27500000000,30000000000,,
11193288,AP_11193288_5038,Market area 2,27500000000,30000000000,,
11193289,AP_11193289_5039,Market area 3,27500000000,30000000000,,
11193290,AP_11193290_5040,Market area 4,27500000000,30000000000,,
11193291,AP_11193291_5041,Market area 5,27500000000,30000000000,,
11193292,AP_11193292_5042,Market area 6,27500000000,30000000000,,
11196476,AP_11196476_5043,MA 1,27500000000,30000000000,,
11196484,AP_11196484_5044,MA 2,27500000000,30000000000,,
11196485,AP_11196485_5045,MA 3,27500000000,30000000000,,
11196513,AP_11196513_5072,Market area 1,27500000000,30000000000,,
11196514,AP_11196514_5073,Market area 6,27500000000,30000000000,,
11196515,AP_11196515_5074,Market area 7,27500000000,30000000000,,
11196516,AP_11196516_5075,Market area 8,27500000000,30000000000,,
11196517,AP_11196517_5076,Market area 14,27500000000,30000000000,,
11196518,AP_11196518_5077,Market area 18,27500000000,30000000000,,
11196519,AP_11196519_5078,Market area 20,27500000000,30000000000,,
11196520,AP_11196520_5079,Market area 21,27500000000,30000000000,,
11196521,AP_11196521_5084,Market area,27500000000,28100000000,,
11196521,AP_11196521_5086,Hole area,27500000000,30000000000,,
11196522,AP_11196522_5087,Market area 1,27500000000,28100000000,,
11196522,AP_11196522_5089,Hole area,27500000000,30000000000,,
11196523,AP_11196523_5090,Market area,27500000000,28100000000,,
11196523,AP_11196523_5092,Hole area,27500000000,30000000000,,
11196524,AP_11196524_5093,Market area ,27500000000,28100000000,,
11196524,AP_11196524_5095,Hole area,27500000000,30000000000,,
11196525,AP_11196525_5096,Market area,27500000000,28100000000,,
11196525,AP_11196525_5098,Hole area,27500000000,30000000000,,
11196526,AP_11196526_5099,Market area ,27500000000,28100000000,,
11196526,AP_11196526_5101,Hole area,27500000000,30000000000,,
11196527,AP_11196527_5104,Market area,27500000000,30000000000,,
11196527,AP_11196527_5102,Market area ,27500000000,28100000000,,
11196528,AP_11196528_5105,Market area,27500000000,28100000000,,
11196528,AP_11196528_5107,Hole area,27500000000,30000000000,,
11196529,AP_11196529_5108,Market area,27500000000,28100000000,,
11196529,AP_11196529_5110,Hole area,27500000000,30000000000,,
11196530,AP_11196530_5111,Market area,27500000000,28100000000,,
11196530,AP_11196530_5113,Hole area,27500000000,30000000000,,
11196531,AP_11196531_5114,Market area,27500000000,28100000000,,
11196531,AP_11196531_5116,Hole area,27500000000,30000000000,,
11196532,AP_11196532_5117,Market area,27500000000,28100000000,,
11196532,AP_11196532_5119,Hole area,27500000000,30000000000,,
11196533,AP_11196533_5120,Market area,27500000000,28100000000,,
11196533,AP_11196533_5122,Hole area,27500000000,30000000000,,
11204111,AP_11204111_5393,MA3-6,27500000000,30000000000,,
11204111,AP_11204111_5394,MA3-7,27500000000,30000000000,,
11204111,AP_11204111_5395,MA3-8,27500000000,30000000000,,
11204111,AP_11204111_5396,MA3-9,27500000000,30000000000,,
11204111,AP_11204111_5397,MA3-10,27500000000,30000000000,,
11204111,AP_11204111_5398,MA3-11,27500000000,30000000000,,
11204111,AP_11204111_5399,MA3-12,27500000000,30000000000,,
11204111,AP_11204111_5400,MA3-13,27500000000,30000000000,,
11204111,AP_11204111_5401,MA3-14,27500000000,30000000000,,
11204111,AP_11204111_5402,MA3-15,27500000000,30000000000,,
11204111,AP_11204111_5403,MA3-16,27500000000,30000000000,,
11204111,AP_11204111_5404,MA3-17,27500000000,30000000000,,
11204111,AP_11204111_5405,MA3-18,27500000000,30000000000,,
11204111,AP_11204111_5406,MA3-19,27500000000,30000000000,,
11204111,AP_11204111_5407,MA3-20,27500000000,30000000000,,
11204111,AP_11204111_5408,MA3-21,27500000000,30000000000,,
11204111,AP_11204111_5409,MA3-22,27500000000,30000000000,,
11204111,AP_11204111_5410,MA3-23,27500000000,30000000000,,
11204111,AP_11204111_5411,MA3-24,27500000000,30000000000,,
11204111,AP_11204111_5412,MA3-25,27500000000,30000000000,,
11204111,AP_11204111_5413,MA3-26,27500000000,30000000000,,
11204111,AP_11204111_5419,MA3-32,27500000000,30000000000,,
11204111,AP_11204111_5420,MA3-33,27500000000,30000000000,,
11204111,AP_11204111_5421,MA3-34,27500000000,30000000000,,
11204111,AP_11204111_5422,MA3-35,27500000000,30000000000,,
11204111,AP_11204111_5423,MA3-36,27500000000,30000000000,,
11204111,AP_11204111_5424,MA3-37,27500000000,30000000000,,
11204111,AP_11204111_5425,MA3-38,27500000000,30000000000,,
11204111,AP_11204111_5426,MA3-39,27500000000,30000000000,,
11204111,AP_11204111_5427,MA3-40,27500000000,30000000000,,
11204111,AP_11204111_5428,MA3-41,27500000000,30000000000,,
11204111,AP_11204111_5429,MA3-42,27500000000,30000000000,,
11204111,AP_11204111_5430,MA3-43,27500000000,30000000000,,
11204111,AP_11204111_5431,MA3-44,27500000000,30000000000,,
11204111,AP_11204111_5414,MA3-27,27500000000,30000000000,,
11204111,AP_11204111_5415,MA3-28,27500000000,30000000000,,
11204111,AP_11204111_5416,MA3-29,27500000000,30000000000,,
11204111,AP_11204111_5417,MA3-30,27500000000,30000000000,,
11204111,AP_11204111_5418,MA3-31,27500000000,30000000000,,
11204111,AP_11204111_5432,MA3-45,27500000000,30000000000,,
11204111,AP_11204111_5433,MA3-46,27500000000,30000000000,,
11204111,AP_11204111_5434,MA3-47,27500000000,30000000000,,
11204111,AP_11204111_5435,MA3-48,27500000000,30000000000,,
11204111,AP_11204111_5436,MA3-49,27500000000,30000000000,,
11204111,AP_11204111_5437,MA3-50,27500000000,30000000000,,
11204111,AP_11204111_5438,MA3-51,27500000000,30000000000,,
11204111,AP_11204111_5439,MA3-52,27500000000,30000000000,,
11204111,AP_11204111_5440,MA3-53,27500000000,30000000000,,
11204111,AP_11204111_5441,MA3-54,27500000000,30000000000,,
11204111,AP_11204111_5442,MA3-55,27500000000,30000000000,,
11204111,AP_11204111_5443,MA3-56,27500000000,30000000000,,
11204111,AP_11204111_5444,MA3-57,27500000000,30000000000,,
11204111,AP_11204111_5445,MA3-58,27500000000,30000000000,,
11204111,AP_11204111_5446,MA3-59,27500000000,30000000000,,
11204111,AP_11204111_5447,MA3-60,27500000000,30000000000,,
11204111,AP_11204111_5448,MA3-61,27500000000,30000000000,,
11204111,AP_11204111_5449,MA3-62,27500000000,30000000000,,
11204111,AP_11204111_5450,MA3-63,27500000000,30000000000,,
11204111,AP_11204111_5451,MA3-64,27500000000,30000000000,,
11204111,AP_11204111_5452,MA3-65,27500000000,30000000000,,
11204111,AP_11204111_5453,MA3-66,27500000000,30000000000,,
11204111,AP_11204111_5454,MA3-67,27500000000,30000000000,,
11204111,AP_11204111_5455,MA3-68,27500000000,30000000000,,
11204111,AP_11204111_5456,MA3-69,27500000000,30000000000,,
11204111,AP_11204111_5329,MA2-30,27500000000,30000000000,,
11204111,AP_11204111_5330,MA2-31,27500000000,30000000000,,
11204111,AP_11204111_5331,MA2-32,27500000000,30000000000,,
11204111,AP_11204111_5332,MA2-33,27500000000,30000000000,,
11204111,AP_11204111_5333,MA2-34,27500000000,30000000000,,
11204111,AP_11204111_5334,MA2-35,27500000000,30000000000,,
11204111,AP_11204111_5335,MA2-36,27500000000,30000000000,,
11204111,AP_11204111_5336,MA2-37,27500000000,30000000000,,
11204111,AP_11204111_5337,MA2-38,27500000000,30000000000,,
11204111,AP_11204111_5338,MA2-39,27500000000,30000000000,,
11204111,AP_11204111_5339,MA2-40,27500000000,30000000000,,
11204111,AP_11204111_5340,MA2-41,27500000000,30000000000,,
11204111,AP_11204111_5341,MA2-42,27500000000,30000000000,,
11204111,AP_11204111_5342,MA2-43,27500000000,30000000000,,
11204111,AP_11204111_5343,MA2-44,27500000000,30000000000,,
11204111,AP_11204111_5344,MA2-45,27500000000,30000000000,,
11204111,AP_11204111_5345,MA2-46,27500000000,30000000000,,
11204111,AP_11204111_5346,MA2-47,27500000000,30000000000,,
11204111,AP_11204111_5347,MA2-48,27500000000,30000000000,,
11204111,AP_11204111_5348,MA2-49,27500000000,30000000000,,
11204111,AP_11204111_5349,MA2-50,27500000000,30000000000,,
11204111,AP_11204111_5350,MA2-51,27500000000,30000000000,,
11204111,AP_11204111_5351,MA2-52,27500000000,30000000000,,
11204111,AP_11204111_5352,MA2-53,27500000000,30000000000,,
11204111,AP_11204111_5353,MA2-54,27500000000,30000000000,,
11204111,AP_11204111_5354,MA2-55,27500000000,30000000000,,
11204111,AP_11204111_5355,MA2-56,27500000000,30000000000,,
11204111,AP_11204111_5356,MA2-57,27500000000,30000000000,,
11204111,AP_11204111_5357,MA2-58,27500000000,30000000000,,
11204111,AP_11204111_5358,MA2-59,27500000000,30000000000,,
11204111,AP_11204111_5359,MA2-60,27500000000,30000000000,,
11204111,AP_11204111_5360,MA2-61,27500000000,30000000000,,
11204111,AP_11204111_5361,MA2-62,27500000000,30000000000,,
